syft_1, 001, Realizable
syft_1, 002, Realizable
syft_1, 004, Realizable
syft_1, 006, Realizable
syft_1, 007, Realizable
syft_1, 008, Realizable
syft_1, 009, Realizable
syft_1, 010, Realizable
syft_1, 012, Realizable
syft_1, 013, Realizable
syft_1, 019, Realizable
syft_1, 021, Realizable
syft_1, 022, Realizable
syft_1, 026, Realizable
syft_1, 029, Realizable
syft_1, 030, Realizable
syft_1, 032, Realizable
syft_1, 033, Realizable
syft_1, 035, Realizable
syft_1, 037, Realizable
syft_1, 038, Realizable
syft_1, 040, Realizable
syft_1, 042, Realizable
syft_1, 044, Realizable
syft_1, 045, Realizable
syft_1, 046, Realizable
syft_1, 047, Realizable
syft_1, 048, Realizable
syft_1, 050, Realizable
syft_1, 051, Realizable
syft_1, 052, Realizable
syft_1, 053, Realizable
syft_1, 059, Realizable
syft_1, 060, Realizable
syft_1, 061, Realizable
syft_1, 064, Realizable
syft_1, 066, Realizable
syft_1, 067, Realizable
syft_1, 069, Realizable
syft_1, 070, Realizable
syft_1, 071, Realizable
syft_1, 074, Realizable
syft_1, 076, Realizable
syft_1, 079, Realizable
syft_1, 081, Realizable
syft_1, 083, Realizable
syft_1, 084, Realizable
syft_1, 085, Realizable
syft_1, 086, Realizable
syft_1, 088, Realizable
syft_1, 093, Realizable
syft_1, 094, Realizable
syft_1, 095, Realizable
syft_1, 098, Realizable
syft_1, 099, Realizable
syft_1, 101, Realizable
syft_1, 102, Realizable
syft_1, 105, Realizable
syft_1, 108, Realizable
syft_1, 109, Realizable
syft_1, 110, Realizable
syft_1, 111, Realizable
syft_1, 114, Realizable
syft_1, 115, Realizable
syft_1, 116, Realizable
syft_1, 118, Realizable
syft_1, 119, Realizable
syft_1, 126, Realizable
syft_1, 128, Realizable
syft_1, 130, Realizable
syft_1, 131, Realizable
syft_1, 132, Realizable
syft_1, 134, Realizable
syft_1, 135, Realizable
syft_1, 138, Realizable
syft_1, 142, Realizable
syft_1, 144, Realizable
syft_1, 145, Realizable
syft_1, 147, Realizable
syft_1, 149, Realizable
syft_1, 156, Realizable
syft_1, 159, Realizable
syft_1, 160, Realizable
syft_1, 162, Realizable
syft_1, 163, Realizable
syft_1, 168, Realizable
syft_1, 169, Realizable
syft_1, 174, Realizable
syft_1, 179, Realizable
syft_1, 182, Realizable
syft_1, 183, Realizable
syft_1, 184, Realizable
syft_1, 185, Realizable
syft_1, 186, Realizable
syft_1, 187, Realizable
syft_1, 188, Realizable
syft_1, 189, Realizable
syft_1, 191, Realizable
syft_1, 193, Realizable
syft_1, 196, Realizable
syft_1, 197, Realizable
syft_1, 198, Realizable
syft_1, 199, Realizable
syft_1, 200, Realizable
